matrix_row_id,track,baseline_family,contract_requirement,implementation_id,task_interface,input_information,execution_status_v332,contract_coverage_status,current_scope,native_track_status,terminal_evidence_class,headline_eligible_now,development_test_accessed,new_final_evaluation_accessed,guided_required,guided_executed,primary_limitation,evidence_locator
P-EXT-03,PREDICTION,TASK_SPECIFIC_FOUNDATION,task-specific/foundation common-task adapter: Optimus5Prime,Optimus5Prime,COMMON_SOURCE_RELATIVE_TASK,f(candidate)-f(source),EXECUTED_COMMON_TASK_DEVELOPMENT_VALIDATION,SATISFIED_COMMON_TASK_WITH_NATIVE_LIMIT,DEVELOPMENT_VALIDATION_ONLY,OFFICIAL_REPOSITORY_WEIGHT_PORT_PARITY_PENDING,FROZEN_COMMON_TASK_INVENTORY,false,false,false,false,false,Common-task execution does not establish native-repository parity or independent external transfer.,configs/route_a_v3_route2_baseline_inventory_v1.json;MBP-09
P-EXT-04,PREDICTION,TASK_SPECIFIC_FOUNDATION,task-specific/foundation common-task adapter: RNA-FM_MULTI_MOLECULE_BOTTLENECK_ADAPTER,RNA-FM_MULTI_MOLECULE_BOTTLENECK_ADAPTER,COMMON_SOURCE_RELATIVE_TASK,bottleneck(candidate_embedding-source_embedding),EXECUTED_COMMON_TASK_DEVELOPMENT_VALIDATION,SATISFIED_COMMON_TASK_WITH_NATIVE_LIMIT,DEVELOPMENT_VALIDATION_ONLY,UNOFFICIAL_MULTIMOLECULE_CONVERSION_ADAPTER,FROZEN_COMMON_TASK_INVENTORY,false,false,false,false,false,Common-task execution does not establish native-repository parity or independent external transfer.,configs/route_a_v3_route2_baseline_inventory_v1.json;MBP-09
P-EXT-05,PREDICTION,TASK_SPECIFIC_FOUNDATION,task-specific/foundation common-task adapter: RNA-FM_MULTI_MOLECULE_CONVERSION,RNA-FM_MULTI_MOLECULE_CONVERSION,COMMON_SOURCE_RELATIVE_TASK,linear(candidate_embedding-source_embedding),EXECUTED_COMMON_TASK_DEVELOPMENT_VALIDATION,SATISFIED_COMMON_TASK_WITH_NATIVE_LIMIT,DEVELOPMENT_VALIDATION_ONLY,UNOFFICIAL_MULTIMOLECULE_CONVERSION_GPU_LOAD_SMOKE_ONLY,FROZEN_COMMON_TASK_INVENTORY,false,false,false,false,false,Common-task execution does not establish native-repository parity or independent external transfer.,configs/route_a_v3_route2_baseline_inventory_v1.json;MBP-09
P-EXT-06,PREDICTION,TASK_SPECIFIC_FOUNDATION,task-specific/foundation common-task adapter: UTR-LM,UTR-LM,COMMON_SOURCE_RELATIVE_TASK,linear(BOS(candidate)-BOS(source)),EXECUTED_COMMON_TASK_DEVELOPMENT_VALIDATION,SATISFIED_COMMON_TASK_WITH_NATIVE_LIMIT,DEVELOPMENT_VALIDATION_ONLY,OFFICIAL_STRICT_CHECKPOINT_GPU_SMOKE_ONLY,FROZEN_COMMON_TASK_INVENTORY,false,false,false,false,false,Common-task execution does not establish native-repository parity or independent external transfer.,configs/route_a_v3_route2_baseline_inventory_v1.json;MBP-09
P-EXT-07,PREDICTION,TASK_SPECIFIC_FOUNDATION,task-specific/foundation reference: APARENT-Perturb,APARENT-Perturb,NATIVE_OR_LITERATURE_REFERENCE,not executed on the frozen common source-relative interface,LITERATURE_ONLY_TASK_MISMATCH,LITERATURE_ONLY_TASK_MISMATCH,LITERATURE_ONLY,NOT_EXECUTED_OR_TASK_MISMATCH,FROZEN_LIMITATION_INVENTORY,false,false,false,false,false,The available Route 2 APA task does not freeze a matching perturbation and biological-context interface for this native-context reference.,configs/route_a_v3_route2_baseline_inventory_v1.json;MBP-09
P-EXT-08,PREDICTION,TASK_SPECIFIC_FOUNDATION,task-specific/foundation reference: Orthrus,Orthrus,NATIVE_OR_LITERATURE_REFERENCE,not executed on the frozen common source-relative interface,LITERATURE_ONLY_NOT_EXECUTED,LITERATURE_ONLY_NOT_EXECUTED,LITERATURE_ONLY,NOT_EXECUTED_OR_TASK_MISMATCH,FROZEN_LIMITATION_INVENTORY,false,false,false,false,false,No existing project checkpoint was shown to expose the same frozen Route 2 source-relative task interface.,configs/route_a_v3_route2_baseline_inventory_v1.json;MBP-09
P-EXT-09,PREDICTION,TASK_SPECIFIC_FOUNDATION,task-specific/foundation reference: RiNALMo,RiNALMo,NATIVE_OR_LITERATURE_REFERENCE,not executed on the frozen common source-relative interface,LITERATURE_ONLY_NOT_EXECUTED,LITERATURE_ONLY_NOT_EXECUTED,LITERATURE_ONLY,NOT_EXECUTED_OR_TASK_MISMATCH,FROZEN_LIMITATION_INVENTORY,false,false,false,false,false,No Route 2 common-task adapter and frozen official checkpoint were prepared within the current execution budget.,configs/route_a_v3_route2_baseline_inventory_v1.json;MBP-09
P-EXT-10,PREDICTION,TASK_SPECIFIC_FOUNDATION,primary foundation predictor reference,mRNABERT_EDIT_CENTERED_CRITIC_V2,COMMON_SOURCE_RELATIVE_TASK_CONTROL_GATE,frozen mRNABERT source/candidate features + Delta head,TERMINAL_CRITIC_V2_NO_GO,PRIMARY_REFERENCE_NOT_BASELINE_WIN,DEVELOPMENT_CONTROL_SCREEN_ONLY,PRETRAINED_ENCODER_FROZEN,TERMINAL_CONTROL_GATE_AUDIT,false,false,false,false,false,"The full arm did not beat the strongest same-information baseline, so three-seed confirmation and guidance stayed closed.",audits/route_a_v3_route2_critic_v2_control_terminal_no_go_v1.json
G-01,GENERATION,SEARCH_FLOW,random legal,random_legal,DEVELOPMENT_SUB_STOP_OPEN_GENERATED_SUPPORT,legal random SUB+STOP,EXECUTED_TERMINAL_MATCHED_DEVELOPMENT,SATISFIED_TERMINAL_MATCHED,DEVELOPMENT_GENERATION_OPEN_SUPPORT,NOT_APPLICABLE,TERMINAL_MATCHED_DEVELOPMENT_TABLE,false,false,false,false,false,Random legal is a matched search control.,docs/paper/route2_v332_generation_baseline_table_v1.csv;audits/route_a_v3_route2_generation_action_space_geometry_v1.json
G-02,GENERATION,SEARCH_FLOW,exhaustive only where enumerable,exhaustive,DEVELOPMENT_SUB_STOP_OPEN_GENERATED_SUPPORT,enumerated 151-state small-space subset,SMALL_SPACE_REFERENCE_NOT_FULL_COHORT_EXECUTION,SATISFIED_SMALL_SPACE_WITH_LIMIT,DEVELOPMENT_GENERATION_OPEN_SUPPORT,NOT_APPLICABLE,FROZEN_LIMITATION_INVENTORY,false,false,false,false,false,Only an outcome-blind 190-source enumerable subset was prepared; it is not full-cohort selector evidence.,configs/route_a_v3_route2_baseline_inventory_v1.json;audits/route_a_v3_route2_generation_action_space_geometry_v1.json
G-03,GENERATION,SEARCH_FLOW,greedy,greedy,DEVELOPMENT_SUB_STOP_OPEN_GENERATED_SUPPORT,legal greedy SUB+STOP,EXECUTED_TERMINAL_MATCHED_DEVELOPMENT,SATISFIED_TERMINAL_MATCHED,DEVELOPMENT_GENERATION_OPEN_SUPPORT,NOT_APPLICABLE,TERMINAL_MATCHED_DEVELOPMENT_TABLE,false,false,false,false,false,Terminal matched Development method.,docs/paper/route2_v332_generation_baseline_table_v1.csv;audits/route_a_v3_route2_generation_action_space_geometry_v1.json
G-04,GENERATION,SEARCH_FLOW,beam,beam,DEVELOPMENT_SUB_STOP_OPEN_GENERATED_SUPPORT,legal beam SUB+STOP,EXECUTED_TERMINAL_MATCHED_DEVELOPMENT,SATISFIED_TERMINAL_MATCHED,DEVELOPMENT_GENERATION_OPEN_SUPPORT,NOT_APPLICABLE,TERMINAL_MATCHED_DEVELOPMENT_TABLE,false,false,false,false,false,Terminal matched Development method.,docs/paper/route2_v332_generation_baseline_table_v1.csv;audits/route_a_v3_route2_generation_action_space_geometry_v1.json
G-05,GENERATION,SEARCH_FLOW,genetic,genetic,DEVELOPMENT_SUB_STOP_OPEN_GENERATED_SUPPORT,legal genetic SUB+STOP,EXECUTED_TERMINAL_MATCHED_DEVELOPMENT,SATISFIED_TERMINAL_MATCHED,DEVELOPMENT_GENERATION_OPEN_SUPPORT,NOT_APPLICABLE,TERMINAL_MATCHED_DEVELOPMENT_TABLE,false,false,false,false,false,Terminal matched Development method.,docs/paper/route2_v332_generation_baseline_table_v1.csv;audits/route_a_v3_route2_generation_action_space_geometry_v1.json
G-06,GENERATION,SEARCH_FLOW,simulated annealing/local search,local_search,DEVELOPMENT_SUB_STOP_OPEN_GENERATED_SUPPORT,legal local search SUB+STOP,EXECUTED_TERMINAL_MATCHED_DEVELOPMENT,SATISFIED_TERMINAL_MATCHED,DEVELOPMENT_GENERATION_OPEN_SUPPORT,NOT_APPLICABLE,TERMINAL_MATCHED_DEVELOPMENT_TABLE,false,false,false,false,false,Terminal matched Development method; generation wall time was not retained.,docs/paper/route2_v332_generation_baseline_table_v1.csv;audits/route_a_v3_route2_generation_action_space_geometry_v1.json
G-07,GENERATION,SEARCH_FLOW,generate-N-then-rerank,generate_then_rerank,DEVELOPMENT_SUB_STOP_OPEN_GENERATED_SUPPORT,legal proposal generation followed by frozen reranking,EXECUTED_TERMINAL_MATCHED_DEVELOPMENT,SATISFIED_TERMINAL_MATCHED,DEVELOPMENT_GENERATION_OPEN_SUPPORT,NOT_APPLICABLE,TERMINAL_MATCHED_DEVELOPMENT_TABLE,false,false,false,false,false,Terminal matched Development method.,docs/paper/route2_v332_generation_baseline_table_v1.csv;audits/route_a_v3_route2_generation_action_space_geometry_v1.json
G-08,GENERATION,SEARCH_FLOW,unguided base flow,unguided_learned_base_flow_g0,DEVELOPMENT_SUB_STOP_OPEN_GENERATED_SUPPORT,position/progress Base Flow with legal SUB+STOP,EXECUTED_TERMINAL_MATCHED_DEVELOPMENT,SATISFIED_TERMINAL_MATCHED,DEVELOPMENT_GENERATION_OPEN_SUPPORT,NOT_APPLICABLE,TERMINAL_MATCHED_DEVELOPMENT_TABLE,false,false,false,false,false,FLOW_G0_READY is engineering readiness only and establishes no biological optimization.,docs/paper/route2_v332_generation_baseline_table_v1.csv;audits/route_a_v3_route2_generation_action_space_geometry_v1.json
G-09,GENERATION,SEARCH_FLOW,first-order/rate guidance,first_order_rate_guidance,DEVELOPMENT_SUB_STOP_OPEN_GENERATED_SUPPORT,prospective frozen-critic first-order/rate feedback,NOT_RUN_CRITIC_V2_NO_GO,NOT_AUTHORIZED_DEPENDENCY_NO_GO,NOT_RUN,NOT_APPLICABLE,TERMINAL_DEPENDENCY_NO_GO,false,false,false,true,false,Critic V2 NO-GO prohibits the current guided route.,configs/route_a_v3_route2_baseline_inventory_v1.json;audits/route_a_v3_route2_generation_action_space_geometry_v1.json;audits/route_a_v3_route2_critic_v2_control_terminal_no_go_v1.json;MBP-10
G-10,GENERATION,SEARCH_FLOW,frozen-critic XEditFlow,frozen_critic_xeditflow,DEVELOPMENT_SUB_STOP_OPEN_GENERATED_SUPPORT,prospective Legal XEditFlow with frozen critic,NOT_RUN_CRITIC_V2_NO_GO,NOT_AUTHORIZED_DEPENDENCY_NO_GO,NOT_RUN,NOT_APPLICABLE,TERMINAL_DEPENDENCY_NO_GO,false,false,false,true,false,Critic V2 NO-GO prohibits the current guided route.,configs/route_a_v3_route2_baseline_inventory_v1.json;audits/route_a_v3_route2_generation_action_space_geometry_v1.json;audits/route_a_v3_route2_critic_v2_control_terminal_no_go_v1.json;MBP-10
G-11,GENERATION,SEARCH_FLOW,masked discrete flow/diffusion,masked_discrete_flow_or_diffusion,DEVELOPMENT_SUB_STOP_OPEN_GENERATED_SUPPORT,literature reference with nonmatching action/task interface,LITERATURE_ONLY_TASK_MISMATCH,LITERATURE_ONLY_TASK_MISMATCH,LITERATURE_ONLY,NOT_APPLICABLE,FROZEN_LIMITATION_INVENTORY,false,false,false,false,false,No jointly executable matched Route 2 source-relative SUB+STOP interface was established.,configs/route_a_v3_route2_baseline_inventory_v1.json;audits/route_a_v3_route2_generation_action_space_geometry_v1.json
